customer_id,revenue
C0001,25.0
C0002,25.270409846985995
C0003,25.543744553385874
C0004,25.820035755631086
C0005,26.099315432345218
C0006,26.381615908045198
C0007,26.666969856882716
C0008,26.955410306425904
C0009,27.246970641482122
C0010,27.54168460796192
C0011,27.839586316784946
C0012,28.140710247827947
C0013,28.445091253915653
C0014,28.752764564854605
C0015,29.06376579151088
C0016,29.37813092993164
C0017,29.69589636551154
C0018,30.01709887720393
C0019,30.34177564177787
C0020,30.669964238120922
C0021,31.00170265158876
C0022,31.33702927840163
C0023,31.675982930088367
C0024,32.018602837978605
C0025,32.36492865774352
C0026,32.715000473985654
C0027,33.06885880487833
C0028,33.42654460685549
C0029,33.78809927935189
C0030,34.153564669594985
C0031,34.52298307744824
C0032,34.89639726030716
C0033,35.273850438048036
C0034,35.65538629803042
C0035,36.04104900015349
C0036,36.43088318196735
C0037,36.824933963839364
C0038,37.223246954176616
C0039,37.62586825470464
C0040,38.03284446580345
C0041,38.44422269190104
C0042,38.86005054692553
C0043,39.28037615981602
C0044,39.705248180093164
C0045,40.13471578348995
C0046,40.56882867764354
C0047,41.00763710784845
C0048,41.451191862872065
C0049,41.899544280833126
C0050,42.352746255143636
C0051,42.81085024051525
C0052,43.27390925903036
C0053,43.741976906279184
C0054,44.21510735756285
C0055,44.69335537416398
C0056,45.1767763096847
C0057,45.66542611645361
C0058,46.15936135200161
C0059,46.658639185608266
C0060,47.16331740491846
C0061,47.6734544226311
C0062,48.189109283259796
C0063,48.71034166996689
C0064,49.237211911471356
C0065,49.76978098903128
C0066,50.30811054350209
C0067,50.852262882470995
C0068,51.40230098746863
C0069,51.95828852125862
C0070,52.520289835206114
C0071,53.08836997672603
C0072,53.66259469681174
C0073,54.243030457645176
C0074,54.82974444028953
C0075,55.42280455246472
C0076,56.022279436407395
C0077,56.6282384768156
C0078,57.24075180887971
C0079,57.85989032639979
C0080,58.485725689991334
C0081,59.118330335379135
C0082,59.757777481781446
C0083,60.4041411403843
C0084,61.057496122907956
C0085,61.71791805026571
C0086,62.38548336131639
C0087,63.06026932171161
C0088,63.74235403283878
C0089,64.43181644086067
C0090,65.12873634585281
C0091,65.83319441103973
C0092,66.54527217213125
C0093,67.26505204675956
C0094,67.99261734401831
C0095,68.72805227410527
C0096,69.4714419580687
C0097,70.22287243765983
C0098,70.98243068529119
C0099,71.75020461410335
C0100,72.52628308813988
C0101,73.31075593263297
C0102,74.10371394439979
C0103,74.90524890235177
C0104,75.71545357811706
C0105,76.5344217467784
C0106,77.36224819772674
C0107,78.19902874563235
C0108,79.04486024153472
C0109,79.89984058405241
C0110,80.764068730714
C0111,81.63764470941157
C0112,82.52066962997831
C0113,83.41324569589126
C0114,84.31547621610054
C0115,85.22746561698644
C0116,86.14931945444614
C0117,87.08114442611111
C0118,88.02304838369632
