customer_id,revenue,revenue_normalized,revenue_zscore,revenue_rank
C0001,25.0,0.0,-0.42814445422566244,1200
C0002,25.270409846985995,2.7041052301230255e-08,-0.4281443055570444,1199
C0003,25.543744553385874,5.437459127506561e-08,-0.4281441552803681,1198
C0004,25.820035755631086,8.200378057255999e-08,-0.42814400337824005,1197
C0005,26.099315432345218,1.0993181806406697e-07,-0.4281438498330787,1196
C0006,26.381615908045198,1.3816193620936034e-07,-0.4281436946271125,1195
C0007,26.666969856882716,1.6669740243177767e-07,-0.42814353774237734,1194
C0008,26.955410306425904,1.9554151949638912e-07,-0.4281433791607151,1193
C0009,27.246970641482122,2.246976258922769e-07,-0.4281432188637712,1192
C0010,27.54168460796192,2.5416909621893246e-07,-0.4281430568329924,1191
C0011,27.839586316784946,2.839593415768485e-07,-0.42814289304962483,1190
C0012,28.140710247827947,3.140718099623196e-07,-0.42814272749471194,1189
C0013,28.445091253915653,3.4450998666653193e-07,-0.4281425601490918,1188
C0014,28.752764564854605,3.752773946789472e-07,-0.4281423909933956,1187
C0015,29.06376579151088,4.0637759509507556e-07,-0.42814222000804475,1186
C0016,29.37813092993164,4.378141875286328e-07,-0.42814204717324894,1185
C0017,29.69589636551154,4.6959081052818035e-07,-0.4281418724690039,1184
C0018,30.01709887720393,5.017111419982482e-07,-0.428141695875089,1183
C0019,30.34177564177787,5.341788996250359e-07,-0.42814151737106476,1182
C0020,30.669964238120922,5.669978413066955e-07,-0.42814133693627066,1181
C0021,31.00170265158876,6.001717655882902e-07,-0.4281411545498227,1180
C0022,31.33702927840163,6.337045121014432e-07,-0.42814097019061115,1179
C0023,31.675982930088367,6.675999620087416e-07,-0.42814078383729776,1178
C0024,32.018602837978605,7.018620384529566e-07,-0.4281405954683135,1177
C0025,32.36492865774352,7.364947070111195e-07,-0.4281404050618561,1176
C0026,32.715000473985654,7.715019761535058e-07,-0.42814021259588747,1175
C0027,33.06885880487833,8.068878977075774e-07,-0.4281400180481311,1174
C0028,33.42654460685549,8.42656567326967e-07,-0.42813982139606965,1173
C0029,33.78809927935189,8.788121249655014e-07,-0.42813962261694194,1172
C0030,34.153564669594985,9.153587553563869e-07,-0.428139421687741,1171
C0031,34.52298307744824,9.52300688496545e-07,-0.4281392185852106,1170
C0032,34.89639726030716,9.896422001362164e-07,-0.4281390132858433,1169
C0033,35.273850438048036,1.0273876122738344e-06,-0.4281388057658771,1168
C0034,35.65538629803042,1.0655412936562762e-06,-0.42813859600129317,1167
C0035,36.04104900015349,1.1041076602845e-06,-0.428138383967813,1166
C0036,36.43088318196735,1.1430911759246751e-06,-0.4281381696408951,1165
C0037,36.824933963839364,1.1824963526248179e-06,-0.42813795299573293,1164
C0038,37.223246954176616,1.2223277512370397e-06,-0.4281377340072513,1163
C0039,37.62586825470464,1.262589981945419e-06,-0.428137512650104,1162
C0040,38.03284446580345,1.3032877047996069e-06,-0.4281372888986706,1161
C0041,38.44422269190104,1.3444256302541796e-06,-0.42813706272705354,1160
C0042,38.86005054692553,1.386008519713852e-06,-0.4281368341090752,1159
C0043,39.28037615981602,1.4280411860845674e-06,-0.42813660301827483,1158
C0044,39.705248180093164,1.4705284943305522e-06,-0.4281363694279053,1157
C0045,40.13471578348995,1.5134753620374003e-06,-0.42813613331093026,1156
C0046,40.56882867764354,1.5568867599812538e-06,-0.4281358946400211,1155
C0047,41.00763710784845,1.600767712704127e-06,-0.4281356533875533,1154
C0048,41.451191862872065,1.6451232990954543e-06,-0.42813540952560386,1153
C0049,41.899544280833126,1.689958652979945e-06,-0.4281351630259475,1152
C0050,42.352746255143636,1.7352789637117728e-06,-0.4281349138600538,1151
C0051,42.81085024051525,1.781089476775217e-06,-0.42813466199908357,1150
C0052,43.27390925903036,1.827395494391772e-06,-0.428134407413886,1149
C0053,43.741976906279184,1.8742023761338589e-06,-0.4281341500749945,1148
C0054,44.21510735756285,1.9215155395451338e-06,-0.4281338899526243,1147
C0055,44.69335537416398,1.9693404607675497e-06,-0.4281336270166681,1146
C0056,45.1767763096847,2.0176826751751576e-06,-0.42813336123669293,1145
C0057,45.66542611645361,2.066547778014806e-06,-0.428133092581937,1144
C0058,46.15936135200161,2.1159414250537237e-06,-0.4281328210213053,1143
C0059,46.658639185608266,2.1658693332341596e-06,-0.4281325465233669,1142
C0060,47.16331740491846,2.2163372813350493e-06,-0.42813226905635066,1141
